Age,Salary,CreditScore,Gender,SpendingScore,MembershipYears,PreviousPurchases,Purchased
63,136178,840,Female,41,1,26,0
36,20893,709,Male,31,8,10,0
21,119694,510,Male,27,14,36,1
43,39773,592,Female,37,1,7,0
55,24239,414,Male,66,1,10,0
59,40863,558,Male,54,12,23,1
49,71415,421,Female,9,11,29,0
56,88968,598,Male,83,1,29,1
62,120675,680,Male,42,0,14,0
63,80430,860,Female,36,12,34,1
53,139000,800,Male,10,11,38,1
57,21515,596,Male,59,11,23,0
54,117206,661,Female,40,2,7,0
50,134210,888,Female,54,5,42,1
53,124630,762,Female,39,6,41,1
20,34605,737,Male,7,0,19,0
26,76240,426,Female,4,13,40,0
25,25586,496,Male,15,4,46,0
50,121221,520,Female,76,4,25,1
23,140419,390,Male,48,0,23,0
58,142374,710,Male,6,3,21,0
56,134205,307,Female,73,9,4,1
21,51186,843,Male,35,0,14,0
30,46928,767,Male,72,12,35,1
19,118264,619,Female,71,13,36,1
22,103087,693,Male,68,14,28,1
61,142990,568,Male,58,0,14,0
44,107029,490,Male,77,11,26,1
49,40711,360,Female,19,14,48,1
38,74962,737,Female,62,6,7,0
25,40039,563,Female,71,6,28,1
55,56561,394,Female,10,2,18,0
25,95483,852,Female,25,6,30,0
20,117871,769,Female,44,2,8,0
61,101395,813,Female,99,1,9,0
20,108658,493,Female,58,9,36,1
39,21577,781,Male,25,14,9,0
23,127792,635,Male,93,3,32,1
19,48350,734,Male,76,13,24,1
40,136908,495,Male,40,9,3,1
61,127468,548,Female,76,2,4,0
19,53798,797,Male,70,11,22,1
55,117434,511,Male,10,6,38,0
34,101417,765,Male,66,11,4,1
52,30785,520,Male,25,11,7,0
51,92227,572,Male,71,0,16,0
40,138680,453,Female,87,5,0,1
47,81957,548,Female,11,14,49,1
25,85431,578,Male,36,13,11,0
39,37297,739,Male,49,1,34,0
61,91894,575,Male,48,7,13,0
53,136869,813,Male,87,13,47,1
22,83772,387,Female,7,4,17,0
30,39581,804,Male,91,2,9,0
46,75192,889,Female,77,9,14,1
48,21462,540,Male,51,6,41,1
64,148848,535,Female,17,13,32,1
33,84173,427,Female,32,10,18,0
59,35511,802,Female,26,14,33,1
47,96106,499,Male,22,14,44,1
33,68665,842,Male,13,1,24,0
29,64414,801,Female,12,4,15,0
34,101010,791,Male,71,10,7,0
33,92573,320,Male,1,7,34,0
29,113665,533,Female,33,12,20,1
25,127803,715,Male,14,10,18,0
37,139682,447,Female,64,0,45,1
20,33386,328,Male,43,14,10,0
33,144069,660,Male,58,0,43,1
47,74460,607,Female,41,2,10,0
62,26221,461,Female,81,2,10,0
40,43474,360,Female,68,12,21,1
45,126073,424,Female,39,6,20,0
57,135375,755,Male,1,5,26,0
22,132660,370,Male,41,6,17,0
37,41045,765,Male,45,3,41,1
57,111319,542,Female,88,10,47,1
61,136582,789,Male,98,1,39,1
18,125693,520,Male,98,1,37,1
47,24922,772,Male,88,9,29,1
38,131943,832,Female,79,0,44,1
37,42706,793,Female,81,13,46,1
23,62771,381,Male,13,12,44,1
39,72335,821,Male,71,13,32,1
35,118015,311,Female,9,8,20,0
25,72949,562,Female,63,13,1,0
56,90714,748,Female,99,13,12,1
49,115558,491,Female,23,6,1,0
50,35240,413,Male,54,9,42,1
33,111756,325,Female,47,2,44,1
29,122272,798,Male,39,1,30,1
55,22716,807,Female,87,13,9,1
51,36574,844,Male,26,2,22,0
31,131815,361,Male,1,6,21,0
53,103255,528,Female,14,4,46,1
50,93717,334,Male,96,11,28,1
40,131299,755,Male,74,2,32,1
62,64066,887,Male,65,8,30,1
19,135066,801,Female,69,1,13,1
58,81826,894,Female,67,6,9,1
38,40213,324,Female,49,14,17,0
19,91916,868,Male,50,9,10,0
44,86151,331,Male,58,5,38,1
26,148518,311,Male,53,5,46,1
18,137018,618,Male,91,13,2,1
28,149024,300,Female,57,6,1,0
20,70906,734,Male,86,5,7,1
40,20463,435,Male,18,1,30,0
43,51973,495,Male,16,10,7,0
21,94694,432,Female,2,4,42,0
35,40651,385,Male,13,2,47,0
23,88694,775,Female,45,8,1,0
52,40008,623,Female,80,7,21,1
39,131738,479,Male,72,9,4,1
60,90474,815,Male,43,10,6,0
32,58185,474,Male,72,1,19,0
39,107924,320,Male,54,14,27,1
54,94417,404,Female,74,0,12,0
59,145502,877,Female,97,14,1,1
29,91139,742,Female,31,3,31,0
64,54980,348,Female,76,3,25,0
59,42504,827,Female,9,11,2,0
55,74970,444,Female,73,9,40,1
35,36766,639,Female,48,10,41,1
62,136944,653,Female,18,1,12,0
52,113922,374,Female,94,6,20,1
47,31695,877,Female,96,12,44,1
41,37796,618,Male,87,14,36,1
59,62543,386,Male,11,2,22,0
47,34559,852,Male,62,6,6,0
31,124450,341,Female,84,6,16,1
23,53139,392,Male,19,0,27,0
20,140494,806,Female,90,5,46,1
33,123869,828,Female,74,3,29,1
24,28802,564,Male,24,10,4,0
31,93843,591,Female,13,7,23,1
26,60205,763,Male,46,7,6,0
32,118750,859,Female,53,2,33,1
38,54159,396,Female,98,3,49,1
52,31516,394,Male,29,14,41,1
19,70492,625,Male,36,0,32,0
44,49086,373,Male,71,9,26,1
19,133758,635,Male,94,1,13,0
52,50480,367,Male,17,6,18,0
35,72091,376,Male,48,14,47,1
31,148023,507,Female,77,13,37,1
37,130195,520,Female,24,10,11,0
35,67766,561,Female,54,11,2,0
27,58737,709,Female,95,14,6,1
42,29265,630,Male,91,6,34,1
19,134165,643,Female,85,12,24,1
42,139501,373,Female,1,8,48,1
50,138257,553,Male,79,9,14,1
53,90990,631,Female,67,8,18,1
48,121454,697,Male,6,8,18,0
31,111717,644,Male,78,5,22,0
18,35386,883,Male,55,7,10,0
63,124718,754,Female,38,8,20,1
33,57425,414,Male,33,11,33,1
63,141635,612,Female,8,13,38,1
20,63254,527,Female,90,6,6,0
52,109863,544,Female,79,3,41,1
58,138350,825,Male,78,13,43,1
23,73634,827,Male,20,3,26,0
42,106717,726,Male,55,5,49,1
30,67662,341,Female,48,13,22,1
51,106988,764,Female,83,10,37,1
25,123784,577,Male,56,3,19,0
38,126337,318,Female,97,10,26,1
51,119287,365,Male,88,6,7,0
21,107527,466,Male,10,7,36,0
42,126847,884,Female,52,7,2,0
32,95452,702,Female,50,13,1,0
21,30143,708,Male,34,7,21,0
62,111391,411,Female,36,1,5,0
29,35581,573,Male,61,13,38,1
49,87443,706,Male,16,9,39,1
49,49424,672,Female,79,1,35,0
45,108844,896,Male,18,1,43,1
30,61984,338,Female,71,1,23,0
48,61505,404,Male,47,3,11,0
31,132061,623,Female,86,4,16,1
37,122478,713,Female,32,3,21,0
35,82699,728,Male,43,14,18,1
46,46957,360,Female,83,4,8,0
23,45464,606,Female,40,3,11,0
49,134012,653,Male,65,6,31,1
46,43649,692,Female,35,9,30,0
60,62065,503,Male,69,0,16,0
19,112661,557,Female,50,13,22,1
40,54758,785,Male,12,12,9,0
36,25596,816,Male,76,0,29,0
48,36374,745,Male,85,1,18,0
22,138686,479,Male,58,12,25,1
36,23775,641,Female,83,0,25,0
51,47388,432,Male,63,11,10,0
27,143800,742,Female,73,14,19,1
42,41029,552,Male,49,9,44,1
19,103981,564,Female,36,11,3,0
28,73639,392,Male,54,11,46,1
48,134010,710,Female,47,9,11,1
32,34645,437,Female,32,12,24,0
26,51105,507,Male,99,13,9,1
40,33668,872,Male,95,10,21,1
36,147949,606,Male,53,2,6,0
26,35960,565,Female,32,5,23,0
52,146519,617,Female,62,9,1,1
38,31357,412,Female,37,10,31,0
26,84604,677,Female,96,5,20,1
45,122739,753,Male,38,0,6,0
63,71796,490,Male,30,5,7,0
24,35804,739,Male,58,4,37,0
33,147732,486,Male,32,6,20,0
33,135733,666,Female,66,5,7,0
50,34626,388,Female,51,11,24,0
21,48132,486,Male,11,11,27,0
21,27951,431,Female,59,6,27,0
56,26449,859,Male,20,1,30,0
57,39065,675,Female,37,11,35,1
34,121503,398,Female,73,0,24,0
54,125072,333,Female,49,13,40,1
56,29130,881,Female,19,6,36,1
46,109360,470,Female,55,8,37,1
53,82287,665,Female,40,1,11,0
55,126937,358,Male,7,11,36,1
56,71702,480,Female,5,6,36,1
54,56993,318,Male,42,2,30,0
52,51875,525,Male,88,5,17,0
24,135284,772,Male,48,2,25,1
44,26054,394,Male,7,12,5,0
45,119809,596,Male,11,9,8,0
39,127357,892,Male,73,12,10,1
31,68517,474,Female,49,10,30,1
24,96368,521,Female,30,10,45,1
54,49670,353,Female,41,10,1,0
39,69112,702,Male,3,4,28,0
22,108388,617,Male,86,14,45,1
19,109156,648,Male,40,1,41,1
44,48307,742,Female,51,7,4,0
38,133087,879,Female,84,13,22,1
55,87087,839,Female,32,7,35,1
32,67922,581,Male,48,6,6,0
38,83080,659,Male,71,5,12,0
27,113348,307,Male,71,0,41,1
40,99335,862,Female,20,7,9,0
56,46312,790,Male,89,0,35,1
22,125156,640,Male,35,7,15,0
18,86985,771,Male,24,10,14,0
30,140641,548,Male,40,1,42,1
38,77608,534,Female,77,7,18,0
43,109962,382,Female,52,9,20,1
62,120963,392,Male,39,11,34,1
38,60277,693,Male,68,3,14,0
35,51551,567,Female,61,6,47,1
54,109813,716,Female,76,4,13,0
62,76597,882,Male,81,7,28,1
49,121025,828,Female,65,11,4,0
53,144342,552,Female,62,14,48,1
34,65212,421,Male,81,5,17,0
52,29637,309,Female,2,13,0,0
28,63258,615,Female,6,14,26,0
38,55693,572,Female,75,4,26,1
43,29824,605,Female,43,0,24,0
21,149553,509,Male,82,2,40,1
51,46950,763,Female,40,9,20,0
35,43488,715,Female,89,8,13,0
57,147870,515,Male,39,14,19,1
52,124544,379,Female,28,13,27,1
58,135200,779,Male,80,8,20,1
46,20215,846,Male,63,4,22,0
46,125603,317,Female,64,2,10,0
55,31523,464,Female,12,5,1,0
59,95900,824,Female,41,4,19,1
38,88689,501,Female,29,14,23,0
59,43834,645,Female,23,0,24,0
30,54474,665,Male,85,1,36,1
58,63066,747,Female,80,11,21,1
34,119871,812,Male,51,4,23,1
26,30400,618,Female,45,13,14,0
58,145211,516,Male,90,8,11,1
18,30345,333,Female,22,11,45,1
19,53896,565,Female,10,3,30,0
46,105430,379,Female,7,8,42,1
50,48899,712,Female,73,2,30,1
27,126171,551,Female,89,0,29,1
57,48229,311,Male,15,5,40,0
38,137053,700,Female,77,14,19,1
45,25583,581,Female,46,9,7,0
28,24897,411,Female,90,13,43,1
51,140406,677,Male,85,6,29,1
25,91537,567,Female,87,3,34,1
39,129417,597,Male,61,9,20,1
25,24567,616,Female,92,4,46,1
32,94807,869,Male,61,3,39,1
34,149648,808,Female,51,2,27,1
40,132652,845,Female,38,0,38,1
41,97239,664,Male,12,12,16,0
62,33329,846,Female,88,5,11,0
36,121045,570,Male,77,9,49,1
22,137708,773,Female,66,4,17,1
49,91792,836,Female,54,10,46,1
61,20228,533,Male,39,0,27,0
18,110282,358,Female,76,4,2,0
40,102214,550,Male,39,5,14,0
54,57052,385,Male,78,9,15,1
25,77769,689,Female,30,4,21,0
30,66032,479,Female,48,0,48,1
25,131694,448,Female,83,13,30,1
40,108721,882,Male,31,4,30,1
60,53686,420,Male,25,9,0,0
18,96981,555,Female,68,0,10,0
62,118802,608,Male,51,10,5,0
41,83261,358,Male,13,2,22,0
52,22809,368,Male,63,11,8,0
41,123265,745,Male,42,12,15,1
34,61785,687,Female,54,1,37,1
22,56547,385,Female,67,12,43,1
37,62818,526,Female,80,0,18,0
38,120422,892,Male,90,3,44,1
57,91927,483,Male,56,1,12,0
48,85681,621,Male,19,4,31,0
63,99465,617,Male,46,9,35,1
53,109862,865,Female,15,0,8,0
28,115527,698,Male,32,11,45,1
32,133221,592,Male,49,9,45,1
36,57333,592,Female,21,0,48,1
24,146457,784,Female,65,10,36,1
45,36576,746,Female,70,9,30,1
60,139875,711,Male,27,3,30,0
22,59405,807,Male,23,6,18,0
22,114000,543,Male,47,13,1,0
47,93779,719,Male,95,13,44,1
49,51601,453,Male,12,1,31,0
25,87946,723,Male,85,1,42,1
27,87356,572,Female,66,0,33,0
55,72116,819,Male,5,4,0,0
64,120825,427,Female,9,5,20,0
49,144749,672,Female,20,12,2,0
45,137256,867,Female,82,5,26,1
34,124186,458,Male,63,1,43,1
48,82894,870,Male,86,11,6,0
25,54635,869,Female,72,11,32,1
57,27465,475,Male,98,6,8,0
42,76754,510,Male,73,5,29,1
26,117975,746,Female,71,7,17,1
19,112850,885,Male,30,5,25,1
32,129765,466,Male,82,8,19,1
20,105119,759,Male,91,9,37,1
53,112691,656,Male,16,1,40,0
21,58871,603,Female,85,6,30,1
31,82874,532,Female,5,4,7,0
58,97733,626,Male,29,0,22,0
58,49511,481,Male,47,2,49,1
42,100960,633,Male,22,3,24,0
27,68821,328,Female,78,11,46,1
38,85776,392,Male,57,1,0,0
53,138128,629,Male,83,6,45,1
29,90167,483,Female,35,0,17,0
44,95135,394,Male,88,2,18,0
57,64462,652,Female,60,11,41,1
19,81382,564,Male,70,8,5,0
30,110194,318,Female,60,10,16,1
49,123381,798,Male,58,13,45,1
48,52574,438,Male,3,1,44,0
33,122072,872,Female,34,4,7,0
49,61910,824,Female,45,3,41,1
49,93531,554,Female,50,11,8,0
51,45186,384,Female,2,2,36,0
28,114781,757,Female,15,4,26,0
27,42813,831,Male,37,5,35,1
32,98812,861,Female,15,0,5,0
34,105525,391,Female,60,1,5,0
57,98282,899,Female,96,0,44,1
35,129779,368,Female,85,2,3,0
26,38557,336,Male,64,7,21,0
42,48060,439,Male,81,7,39,1
57,78866,865,Male,98,3,26,1
31,92104,477,Male,96,5,36,1
42,120905,436,Male,52,11,1,0
39,104577,489,Female,23,8,8,0
47,26080,641,Male,99,13,10,1
37,33854,858,Male,37,6,19,0
38,142013,304,Female,41,1,42,1
61,87695,556,Female,57,10,38,1
49,47025,542,Male,97,1,13,0
63,72982,714,Male,25,2,25,0
38,61081,642,Female,37,7,37,1
52,24368,678,Male,40,9,29,0
49,119621,893,Female,85,14,35,1
47,139181,445,Female,46,8,37,1
56,47094,622,Male,60,12,34,1
29,66040,421,Male,98,13,5,1
58,86766,551,Male,19,2,2,0
64,103053,610,Female,91,8,0,0
35,43991,774,Female,9,11,17,0
38,21301,869,Male,69,11,22,1
30,48610,791,Male,5,9,31,1
38,101463,874,Male,89,11,28,1
25,54678,646,Female,26,7,22,0
63,44466,786,Female,19,4,35,0
57,100440,772,Female,30,10,5,0
63,60875,681,Male,48,9,16,0
24,46081,579,Female,16,2,17,0
40,44354,371,Female,71,10,30,1
61,113297,820,Male,18,6,5,0
49,38300,665,Female,56,8,33,0
28,84384,393,Male,21,11,43,1
39,115027,672,Female,31,5,43,1
39,141684,638,Male,1,2,26,0
60,80892,736,Male,3,4,35,0
42,55525,635,Female,95,6,47,1
39,46532,791,Male,25,7,41,1
45,26464,339,Female,8,12,24,0
46,36562,658,Male,65,13,9,0
30,127392,873,Male,62,11,38,1
35,75514,553,Male,7,3,45,0
19,133428,880,Female,7,1,38,0
46,132564,697,Male,8,9,11,0
38,128047,469,Male,19,1,10,0
32,94219,810,Female,17,11,48,1
44,52634,559,Male,11,2,42,0
48,20060,883,Male,49,7,2,0
32,29269,758,Male,11,0,21,0
40,83143,828,Male,41,13,3,0
41,43065,640,Female,62,6,7,0
61,22895,356,Male,52,5,13,0
30,100859,517,Male,66,13,19,1
39,32352,763,Female,68,1,23,0
60,130179,546,Male,92,8,13,1
54,69737,672,Male,97,12,27,1
50,124127,716,Female,75,11,15,1
20,116426,330,Female,67,4,31,1
36,52016,667,Female,40,1,46,1
40,81304,858,Female,5,2,11,0
46,31962,407,Male,85,6,15,0
47,53302,883,Female,22,6,18,0
56,105382,717,Male,37,9,4,0
61,24011,697,Female,11,0,11,0
64,149716,571,Male,44,14,28,1
42,39782,415,Female,86,9,4,0
54,87691,885,Female,53,13,41,1
64,140654,555,Male,77,10,16,1
25,142017,380,Female,61,10,46,1
59,59725,427,Female,67,11,7,0
33,29196,534,Female,13,3,39,0
25,63459,852,Male,92,5,39,1
18,107245,480,Female,11,7,29,0
61,149613,456,Female,11,2,9,0
22,98863,753,Male,85,13,19,1
20,143206,870,Male,85,2,44,1
18,139391,323,Female,7,7,15,0
21,121010,772,Male,17,7,40,1
57,52769,699,Male,48,7,15,0
52,127529,891,Male,14,0,41,1
49,145361,433,Female,63,7,2,0
59,44700,720,Female,64,7,22,1
51,135792,512,Male,97,1,21,1
60,100356,781,Female,75,11,27,1
42,96427,647,Male,77,8,45,1
27,120165,465,Female,65,6,44,1
38,25269,647,Male,34,7,35,0
63,141631,697,Female,9,1,3,0
56,63880,882,Male,77,3,37,1
44,134003,734,Female,37,6,23,1
44,28320,876,Female,30,5,18,0
19,69589,520,Male,41,6,10,0
58,139534,607,Female,45,0,39,1
30,96276,765,Female,47,7,45,1
26,55897,398,Female,7,12,39,1
53,78565,541,Female,14,6,45,0
39,50930,457,Female,48,12,38,1
59,77233,853,Female,6,3,17,0
43,102821,526,Female,34,0,11,0
29,34380,722,Female,80,14,13,1
34,96896,371,Male,46,7,46,1
31,90934,542,Female,59,9,17,0
31,75830,829,Male,70,6,43,1
51,25529,888,Female,8,7,41,0
37,141292,344,Male,24,9,11,0
28,114598,771,Female,67,0,39,1
33,122222,670,Male,4,4,26,0
48,102987,391,Male,96,8,5,0
23,69178,321,Female,1,4,23,0
36,26937,471,Male,34,12,32,0
54,141952,491,Female,9,13,44,1
21,59886,376,Female,63,13,15,0
64,69699,580,Male,76,9,49,1
21,96396,663,Female,10,11,11,0
37,110678,478,Male,10,2,30,0
27,45279,537,Male,50,8,36,1
41,58106,434,Female,44,12,12,0
52,130776,579,Female,48,8,7,0
43,121444,318,Female,87,3,37,1
54,126300,894,Female,6,3,2,0
55,133793,670,Female,88,10,19,1
38,136278,411,Male,24,7,3,0
57,99737,520,Male,85,6,43,1
56,60544,603,Female,95,10,44,1
38,123247,624,Female,58,4,1,0
27,131190,736,Female,64,5,35,1
55,28997,737,Male,94,14,22,1
63,126102,469,Male,56,2,44,1
21,105711,674,Male,98,13,18,1
62,136045,856,Female,82,14,39,1
37,60860,680,Female,12,5,7,0
34,23225,313,Male,35,12,15,0
24,130114,799,Female,71,7,42,1
21,79470,690,Female,89,9,17,1
46,133218,848,Male,6,13,35,1
31,148854,864,Male,65,12,23,1
20,120764,829,Female,80,10,0,1
41,127041,791,Male,60,8,0,0
54,132224,849,Female,68,2,45,1
33,83656,684,Male,29,7,35,0
21,71880,495,Male,38,11,10,0
41,81078,599,Female,92,2,17,0
51,108646,846,Female,22,1,15,0
47,96290,607,Male,8,4,16,0
35,76633,551,Female,63,13,23,1
36,46655,307,Male,96,3,33,0
48,141118,507,Female,97,12,3,1
36,63601,430,Male,13,4,34,0
63,23114,325,Male,27,5,14,0
36,46502,753,Male,18,14,1,0
39,69768,485,Female,18,2,30,0
41,68128,783,Male,77,0,8,0
62,40028,350,Male,86,14,9,0
29,75565,304,Male,62,3,24,0
47,103123,888,Male,14,5,4,0
55,128255,459,Female,11,1,13,0
48,55333,507,Female,86,1,41,1
53,23174,556,Male,17,0,47,0
36,137769,504,Male,51,8,37,1
62,55398,310,Female,96,2,39,1
53,55929,307,Male,14,1,1,0
47,24321,708,Female,57,3,17,0
50,143549,331,Male,93,5,28,1
35,115971,839,Female,6,0,19,0
45,131508,686,Male,57,8,7,0
64,75421,527,Female,4,8,36,1
28,92635,774,Female,11,7,48,1
62,43760,506,Female,74,5,47,1
50,31360,617,Male,92,3,25,0
34,30313,856,Female,11,1,36,0
23,131806,647,Female,99,7,48,1
21,105998,533,Male,79,6,3,0
37,25801,343,Male,8,11,32,0
64,34130,441,Male,84,13,21,1
44,34271,475,Male,59,3,5,0
32,36075,748,Female,21,2,32,0
23,122455,891,Male,65,14,27,1
64,127215,381,Male,93,5,23,1
31,38984,434,Male,24,14,3,0
28,108095,476,Male,30,14,1,0
56,80942,682,Male,99,0,12,0
26,32861,542,Male,97,1,45,1
43,118970,866,Male,84,6,48,1
33,102203,440,Female,57,10,10,0
22,91376,756,Female,80,2,34,1
27,81247,739,Female,73,13,38,1
20,89101,355,Female,95,12,9,1
30,128730,826,Female,17,0,42,1
60,40977,718,Male,59,1,9,0
47,70617,387,Male,31,9,7,0
62,77473,307,Male,64,9,4,0
23,106654,776,Male,48,13,22,1
34,108177,514,Female,23,8,33,0
62,92902,851,Female,70,6,46,1
36,112172,796,Male,30,6,31,1
59,35630,802,Male,55,13,15,1
52,40056,544,Female,7,9,3,0
63,27382,777,Female,75,7,27,1
43,75739,608,Female,98,14,47,1
22,101685,530,Male,12,11,43,1
46,68639,682,Male,60,11,13,1
54,79838,454,Female,52,7,11,0
37,66041,474,Female,27,8,20,0
38,20992,414,Male,12,1,47,0
27,92394,689,Male,13,13,15,0
22,87657,610,Male,72,7,43,1
53,47160,599,Male,80,7,1,0
23,65156,317,Female,62,12,22,1
43,71375,311,Female,29,4,28,0
21,106442,703,Female,35,4,45,1
56,39572,531,Male,60,3,42,1
56,137925,577,Male,29,13,8,1
52,24136,652,Male,31,4,6,0
18,81868,602,Female,77,1,28,0
41,102263,840,Female,76,1,43,1
53,52167,769,Female,61,4,16,0
23,130957,376,Male,2,10,8,0
58,35479,820,Male,33,12,5,0
63,139392,323,Female,72,2,43,1
61,51376,314,Male,62,0,19,0
48,24823,824,Female,59,8,9,0
37,145156,646,Female,40,1,8,0
41,90456,471,Female,49,13,11,0
42,39585,626,Female,32,11,32,1
53,123775,784,Male,38,13,31,1
38,37272,788,Male,92,9,33,1
47,46619,761,Male,79,1,18,0
41,95069,677,Male,87,13,32,1
61,59895,887,Male,88,3,47,1
59,23720,463,Male,13,1,15,0
47,39267,671,Female,85,6,49,1
39,35696,872,Male,54,14,49,1
45,49968,723,Male,76,11,22,1
24,73364,776,Male,13,9,25,1
52,43345,681,Female,39,14,44,1
45,71567,454,Male,23,0,43,0
31,111229,556,Female,92,10,40,1
27,81607,367,Male,14,1,36,0
33,39385,643,Male,17,10,8,0
33,103658,576,Male,24,4,29,0
48,86900,690,Female,58,14,12,0
59,88244,748,Female,63,1,47,1
42,85425,558,Male,34,8,41,1
30,98518,606,Male,51,3,15,0
23,102844,394,Male,86,8,45,1
61,52919,763,Female,10,10,1,0
26,110697,545,Female,72,11,30,1
62,77196,486,Male,21,0,42,0
53,135600,672,Female,37,0,18,0
60,120625,871,Female,7,0,10,0
37,99401,705,Female,90,13,13,1
35,20495,707,Female,13,3,46,0
60,64755,424,Male,80,8,24,1
38,87684,636,Male,30,7,6,0
21,53324,640,Female,31,6,14,0
50,98929,862,Female,5,14,29,1
44,21552,477,Female,32,0,30,0
24,71272,469,Male,16,2,23,0
23,55853,338,Male,73,8,24,1
32,138192,368,Female,22,14,7,0
35,52924,535,Female,64,8,29,0
49,94462,859,Female,44,4,35,1
28,116387,680,Female,40,11,49,1
37,43889,356,Male,37,12,13,0
41,125466,576,Male,78,5,28,1
32,74675,398,Male,16,10,26,1
24,142231,826,Male,43,12,49,1
38,93591,624,Male,84,5,35,1
59,90190,760,Male,63,9,33,1
43,42634,478,Female,15,3,20,0
61,52363,873,Female,44,0,37,1
31,83752,418,Male,90,4,10,1
54,97004,768,Male,9,12,32,1
38,76398,848,Male,65,0,14,0
35,118458,754,Female,99,0,11,1
22,60718,325,Female,44,10,23,0
20,133627,789,Female,20,4,49,1
40,102916,307,Female,70,4,36,1
43,46870,815,Male,74,6,10,0
54,57394,832,Female,33,1,18,0
41,72057,448,Male,80,14,0,0
36,99795,787,Female,6,5,16,0
42,100409,324,Female,83,1,39,0
38,33016,854,Female,31,14,15,0
29,62137,724,Female,66,12,25,1
58,20153,592,Male,18,9,42,1
50,27853,484,Male,28,4,42,0
21,32379,853,Male,68,3,14,0
59,35792,730,Male,65,10,7,0
24,141169,616,Male,80,9,29,1
39,58367,697,Male,45,4,13,0
50,38100,623,Male,58,1,32,0
34,146082,864,Female,47,7,41,1
41,133089,895,Male,66,7,6,0
51,83456,845,Female,52,5,17,1
45,31049,375,Male,36,2,11,0
60,20786,785,Female,1,3,1,0
58,89904,387,Male,39,0,49,0
56,50699,531,Female,87,8,28,1
39,142784,306,Male,90,9,20,1
34,67691,849,Male,75,4,6,0
51,57040,351,Male,1,13,26,0
23,138455,695,Male,75,7,11,1
63,112990,520,Female,88,2,19,1
23,77986,727,Male,74,3,13,0
51,58762,442,Male,14,3,9,0
18,43600,662,Female,78,7,40,1
27,114774,681,Male,71,14,22,1
38,110777,860,Female,23,11,29,1
22,39810,576,Female,43,8,46,1
19,105703,570,Male,22,2,30,0
39,107347,313,Male,60,6,9,0
19,125315,597,Female,27,8,18,0
27,77204,763,Male,56,1,18,0
51,40085,826,Female,2,3,43,0
33,66854,533,Male,39,2,22,0
56,94797,874,Male,51,7,43,1
39,104269,326,Female,19,3,40,0
29,59779,770,Male,62,8,31,1
41,76207,392,Male,71,0,19,0
64,114615,608,Male,76,0,3,0
57,53980,351,Female,67,3,32,0
55,76117,618,Male,63,2,47,1
27,34141,480,Female,5,2,0,0
52,29344,868,Male,72,9,12,0
49,125008,419,Female,78,11,2,1
24,35896,342,Male,61,1,11,0
38,109353,559,Male,71,13,28,1
37,49813,496,Female,7,9,30,0
43,104431,554,Male,50,9,40,1
21,85679,635,Female,46,1,35,0
63,30681,852,Male,96,7,1,0
39,92903,801,Female,72,0,21,0
32,23228,554,Male,76,13,21,0
57,24582,813,Female,74,14,40,1
38,98683,541,Male,14,7,30,0
32,31397,448,Female,73,9,44,1
39,58799,598,Female,94,2,13,0
45,57011,752,Male,69,1,28,0
31,99183,692,Female,65,8,34,1
44,113254,511,Female,65,4,49,1
58,64264,837,Male,57,14,8,0
57,62317,893,Male,62,13,46,1
45,67914,894,Male,20,4,31,1
43,104633,430,Male,75,12,26,1
19,122489,628,Male,26,5,9,0
42,144237,555,Male,44,3,24,1
20,65254,778,Female,67,6,48,1
25,60096,860,Female,70,6,44,1
61,73785,362,Female,62,10,32,1
50,72344,610,Male,45,8,10,0
59,134988,706,Male,11,5,36,1
52,102643,404,Female,72,12,8,1
23,140382,314,Female,93,0,6,0
56,88546,558,Male,74,8,6,1
40,91091,711,Female,34,11,33,1
42,85603,558,Male,88,12,18,1
60,48412,559,Male,46,9,19,0
36,130489,344,Female,81,8,49,1
22,71658,630,Male,32,4,41,1
28,119841,464,Male,75,6,24,1
29,69549,492,Male,98,0,4,0
27,147595,820,Male,88,3,47,1
25,31549,700,Female,5,11,28,0
41,91216,673,Male,63,9,26,1
45,45739,364,Male,29,3,24,0
58,41209,686,Female,48,4,36,0
53,127051,794,Male,98,5,14,1
54,107968,714,Male,16,3,47,1
38,35116,329,Female,25,5,3,0
25,40045,565,Female,72,9,13,0
26,46327,627,Male,29,6,48,0
64,55709,791,Male,52,2,16,0
32,63617,516,Female,46,8,20,0
63,80139,619,Male,25,7,15,0
57,46905,698,Male,23,0,25,0
35,84148,404,Male,34,12,8,0
59,92603,629,Female,67,1,1,0
37,118095,346,Male,94,1,42,1
23,139779,898,Female,34,9,14,1
29,62919,613,Female,32,8,34,0
19,103521,446,Female,29,11,23,0
24,112905,761,Female,9,8,47,1
33,103400,883,Male,66,8,37,1
20,108150,785,Female,57,0,13,0
62,78446,709,Male,39,6,36,0
20,72428,326,Female,7,14,36,0
44,67894,328,Female,69,11,5,0
60,101149,570,Male,8,10,17,0
57,26447,800,Female,96,12,21,1
55,25499,552,Female,18,2,17,0
50,59041,684,Male,82,10,1,0
45,51315,359,Female,49,8,31,0
18,21299,406,Female,16,7,16,0
25,140506,519,Female,21,2,0,0
54,125005,740,Male,10,0,8,0
49,24994,863,Female,4,8,12,0
60,115414,871,Male,44,12,35,1
54,101163,845,Male,8,9,36,1
21,146759,395,Male,55,0,29,1
47,27489,388,Female,19,14,30,0
